iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,P2_FLOW,P2_STATUS,P2_SPEED,P1_FLOW,P1_STATUS,P1_SPEED,plc3AttackerUnit,plc2AttackerUnit
78,2026-01-01 15:13:05.319443,6.14974300905254,6.142094270803573,78.36578226679605,68.77385301851135,58.66281648513813,57.437376404368294,58.59131984796252,0.0,0.0,0.0,444.22177332039564,1.0,1.0,0,0
79,2026-01-01 15:13:11.048263,6.296058292416991,6.272439004153617,78.37896872028057,68.83583248453587,58.79405649786307,57.56771948466481,58.72317314452311,0.0,0.0,0.0,442.903127971943,1.0,1.0,0,0
80,2026-01-01 15:13:16.004353,6.441374175480692,6.402370812431103,78.39212077777728,68.89763231951521,58.92452778207071,57.697649620722025,58.85424941745638,0.0,0.0,0.0,441.58792222227163,1.0,1.0,0,0
81,2026-01-01 15:13:21.281156,6.585700270683207,6.531883767155306,78.40523832095695,68.95924997161487,59.054234681727166,57.82716088507415,58.98455319582979,0.0,0.0,0.0,440.27616790430466,1.0,1.0,0,0
82,2026-01-01 15:13:27.025315,6.72904599753668,6.660972145445973,78.4183212363755,69.02068297487617,59.183181525652344,57.95624755582269,59.11408898735892,0.0,0.0,0.0,438.9678763624485,1.0,1.0,0,0
83,2026-01-01 15:13:32.897471,6.8714205888865525,6.789630423243529,78.43136941517176,69.0819289462861,59.31137262547819,58.084904109857966,59.242861276656285,0.0,0.0,0.0,437.6630584828234,1.0,1.0,0,0
84,2026-01-01 15:13:38.298818,7.012833096877583,6.917853268852935,78.29606506854358,68.34371792914988,58.942750466328114,58.21300986020975,58.88020507943133,0.0,0.0,0.0,451.19349314564295,1.0,1.0,0,0
85,2026-01-01 15:13:44.119972,7.113380610446852,7.012702446420106,57.060613264878,57.0735347982742,57.178443349802116,58.30739628781705,57.183556234534855,0.0,0.0,0.0,0.0,0.0,0.0,0,0
86,2026-01-01 15:13:49.205219,6.961755651561045,6.876477204625538,56.91554027165819,56.92923849740533,57.031782985189366,58.171169678498764,57.03683608737454,0.0,0.0,0.0,0.0,0.0,0.0,0,0
87,2026-01-01 15:13:54.211824,6.810458878046249,6.73992378108111,56.770490843524776,56.78494708083393,56.885222463019204,58.03461494555542,56.89021871917524,0.0,0.0,0.0,0.0,0.0,0.0,0,0
88,2026-01-01 15:13:59.936756,6.65947574485122,6.603056720824084,56.62546231608504,56.64066083679636,56.73875764481986,57.89774663154593,56.743699851171485,0.0,0.0,0.0,0.0,0.0,0.0,0,0
89,2026-01-01 15:14:05.248038,6.508792350345826,6.465889925488118,56.480456088180745,56.496380395880436,56.59238572120594,57.76057863563889,56.59727651746537,0.0,0.0,0.0,0.0,0.0,0.0,0,0
90,2026-01-01 15:14:10.734943,6.358395458322423,6.328436631279139,56.335473287533326,56.35210628884552,56.44610388975265,57.62312419169369,56.45094576946654,0.0,0.0,0.0,0.0,0.0,0.0,0,0
91,2026-01-01 15:14:15.939318,6.208272461676292,6.1907094453122475,56.19051480366834,56.20783895734163,56.299909366137165,57.485395904590575,56.304704686216496,0.0,0.0,0.0,0.0,0.0,0.0,0,0
92,2026-01-01 15:14:21.223572,6.058411348483882,6.052720379497591,56.045581317024194,56.063578763574256,56.15379939347402,57.34740578411077,56.158550382983314,0.0,0.0,0.0,0.0,0.0,0.0,0,0
93,2026-01-01 15:14:26.218887,5.908800670279419,5.914480882313358,55.900673324770096,55.919325999074296,56.007771250140856,57.20916527670333,56.01248001841426,0.0,0.0,0.0,0.0,0.0,0.0,0,0
94,2026-01-01 15:14:30.829916,5.759429512354698,5.776001868457799,78.18047315153105,67.78426520136685,57.79089905269301,57.07116954312305,57.723163207215386,0.0,0.0,0.0,462.75268484689553,1.0,1.0,0,0
95,2026-01-01 15:14:36.399784,5.8687895949560565,5.874418864129533,78.19039751007885,67.83240757909203,57.89101610011166,57.16958563899435,57.8237457878999,0.0,0.0,0.0,461.76024899211353,1.0,1.0,0,0
96,2026-01-01 15:14:41.431074,5.977372262005652,5.972550334220622,78.19514784552725,67.85148132112913,57.974462999503146,57.267712467459894,57.907845935129764,0.0,0.0,0.0,461.28521544727556,1.0,1.0,0,0
97,2026-01-01 15:14:46.274390,6.083761020168426,6.069197522595,78.20488543217314,67.89882272245704,58.072161601316495,57.36435873959101,58.00598884624734,0.0,0.0,0.0,460.3114567826844,1.0,1.0,0,0
98,2026-01-01 15:14:51.975886,6.189402133982798,6.165549418262049,78.2145907290838,67.9460280998579,58.16927451876856,57.46070970231172,58.10353900473158,0.0,0.0,0.0,459.34092709162087,1.0,1.0,0,0
99,2026-01-01 15:14:56.745680,6.294305239361937,6.261599843676995,78.22426369800236,67.99309473110299,58.26580637802303,57.5567591790826,58.20050124868257,0.0,0.0,0.0,458.37363019976283,1.0,1.0,0,0
100,2026-01-01 15:15:01.796228,6.398479700204256,6.357342897414765,78.2339043060441,68.04002001347898,58.36176175474688,57.6525012694411,58.29688035652259,0.0,0.0,0.0,457.40956939559084,1.0,1.0,0,0
101,2026-01-01 15:15:06.933417,6.501934619704326,6.452772942271138,78.24351252534092,68.08680145857193,58.45714517329701,57.74793033710491,58.39268104668736,0.0,0.0,0.0,456.44874746590915,1.0,1.0,0,0
102,2026-01-01 15:15:11.880820,6.604678851038666,6.547884594039495,78.25308833262339,68.13343668729614,58.55196110524109,57.84304099875081,58.48790797664779,0.0,0.0,0.0,455.4911667376611,1.0,1.0,0,0
103,2026-01-01 15:15:16.573500,6.706721007444441,6.642672710950716,78.26263170884035,68.17992342522618,58.64621396817492,57.93782811345643,58.582565742190596,0.0,0.0,0.0,454.53682911596354,1.0,1.0,0,0
104,2026-01-01 15:15:21.500830,6.808069471736242,6.737132383695169,78.2721426388119,68.22625949819415,58.73990812480455,58.032286772724184,58.67665887692981,0.0,0.0,0.0,453.5857361188109,1.0,1.0,0,0
105,2026-01-01 15:15:26.140879,6.908732405302565,6.831258926027359,78.28162111091288,68.2724428281519,58.83304788226722,58.12641229108741,58.770191852025626,0.0,0.0,0.0,452.6378889087123,1.0,1.0,0,0
106,2026-01-01 15:15:30.954557,7.008717756620482,6.925047865841556,78.29106711678338,68.3184714292478,58.92563749164426,58.220200197187765,58.86316907606735,0.0,0.0,0.0,451.69328832166144,1.0,1.0,0,0
107,2026-01-01 15:15:36.228657,7.108033269321804,7.018494936776682,57.0332786840884,57.04712444191003,57.15215706884963,58.31318133319879,57.15732339200264,0.0,0.0,0.0,0.0,0.0,0.0,0,0
108,2026-01-01 15:15:41.539148,6.955017693903412,6.88049090305393,57.4385497878745,57.44557498080925,57.51045632056538,58.17530924550812,57.51356770222023,0.0,0.0,0.0,0.0,0.0,0.0,0,0
109,2026-01-01 15:15:47.915355,6.839811012003136,6.777724049168856,57.32867466285811,57.33630225341214,57.399282723093144,58.07254128692983,57.402345295121464,0.0,0.0,0.0,0.0,0.0,0.0,0,0
110,2026-01-01 15:15:54.087110,6.724941299594022,6.6746202285249545,57.21881592115601,57.227032873725214,57.28820819875322,57.969436421377836,57.29122505037456,0.0,0.0,0.0,0.0,0.0,0.0,0,0
111,2026-01-01 15:16:00.055247,6.610389464259309,6.571198533546124,57.10897594191489,57.11776784891096,57.17722917792088,57.86601373788834,57.18020317703214,0.0,0.0,0.0,0.0,0.0,0.0,0,0
112,2026-01-01 15:16:06.510687,6.4961375848383724,6.467476885393135,56.9991567574858,57.008508068595624,57.066342182229484,57.76229115444371,57.06927599175957,0.0,0.0,0.0,0.0,0.0,0.0,0,0
113,2026-01-01 15:16:11.698720,6.382168833702094,6.3634721116893385,56.8893599338905,56.899254252631515,56.95554373150889,57.658285495683714,56.958439826711185,0.0,0.0,0.0,0.0,0.0,0.0,0,0
114,2026-01-01 15:16:17.620627,6.268467400502369,6.25920002277952,56.779586641607615,56.79000697382419,56.84483036825627,57.554012569150544,56.847691052263116,0.0,0.0,0.0,0.0,0.0,0.0,0,0
115,2026-01-01 15:16:22.831231,6.155018422352938,6.154675481566876,56.66983771609799,56.6807666779411,56.73419867725531,57.44948723511295,56.73702609509985,0.0,0.0,0.0,0.0,0.0,0.0,0,0
116,2026-01-01 15:16:28.182582,6.041807919765648,6.049912467527569,56.56011370962384,56.571533701268486,56.62364530117521,57.344723470569534,56.62644145245799,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117,2026-01-01 15:16:32.401969,5.928822737753629,5.944924135643193,56.45041493572306,56.46230828605227,56.5131669528734,57.23973442817058,56.51593370322717,0.0,0.0,0.0,0.0,0.0,0.0,0,0
118,2026-01-01 15:16:39.378649,5.816050491590056,5.839722870646153,78.3030157005296,68.45664973927391,58.24256340698623,57.13498127245961,58.17079288448829,0.0,0.0,0.0,450.4984299470409,1.0,1.0,0,0
119,2026-01-01 15:16:45.013305,5.956274258233005,5.964028034074276,78.31557341731353,68.51609099051443,58.36864540019813,57.25928499643804,58.29747157919227,0.0,0.0,0.0,449.24265826864655,1.0,1.0,0,0
120,2026-01-01 15:16:50.628153,6.095527414809034,6.087958822564945,78.40424218305628,68.97665173708883,58.778089873792105,57.38328035698387,58.704994741312845,0.0,0.0,0.0,440.37578169437273,1.0,1.0,0,0
121,2026-01-01 15:16:56.155876,6.253046923501738,6.227836472308385,78.41837318933514,69.04259496786709,58.91854883512446,57.52315609713482,58.84611342006521,0.0,0.0,0.0,438.9626810664848,1.0,1.0,0,0
122,2026-01-01 15:17:02.393330,6.409502124123078,6.367264939123739,78.43246990252433,69.10834535885361,59.05819100143432,57.66258263509397,58.98640673575888,0.0,0.0,0.0,437.55300974756756,1.0,1.0,0,0
123,2026-01-01 15:17:08.350036,6.564902467525782,6.506238445087457,78.44653234356235,69.17390054040003,59.19702074197089,57.80155419392575,59.125879231709106,0.0,0.0,0.0,436.1467656437664,1.0,1.0,0,0
124,2026-01-01 15:17:13.703682,6.719257225849351,6.644751388773395,78.46056038202843,69.23925811657996,59.335042273246614,57.94006517317391,59.26453529595279,0.0,0.0,0.0,434.74396179715563,1.0,1.0,0,0
125,2026-01-01 15:17:18.498302,6.872575503160929,6.782798350773802,78.47455389168015,69.30441576663982,59.4722598001622,58.07811015437135,59.402379299628166,0.0,0.0,0.0,433.3446108319874,1.0,1.0,0,0
126,2026-01-01 15:17:23.929573,7.024866240496543,6.920374088236819,78.48851275021093,69.36937124265874,59.60867751429582,58.215683895578756,59.53941559549278,0.0,0.0,0.0,431.94872497890714,1.0,1.0,0,0
127,2026-01-01 15:17:29.087405,7.176138220681969,7.057473529634816,57.90431807231344,57.906190321250655,57.95943690893998,58.352359676603996,57.96177817235888,0.0,0.0,0.0,0.0,0.0,0.0,0,0
128,2026-01-01 15:17:34.484332,7.081727646189526,6.977620568203515,57.8164875513718,57.81884949428013,57.86995569445872,58.27250542265013,57.87223506487458,0.0,0.0,0.0,0.0,0.0,0.0,0,0
129,2026-01-01 15:17:39.641554,6.987805292174934,6.8972793884729535,57.72863456901615,57.73149790305741,57.780589202528276,58.19216303710127,57.78281180267892,0.0,0.0,0.0,0.0,0.0,0.0,0,0
130,2026-01-01 15:17:45.696822,6.894336140262943,6.816485008814743,57.64077014618063,57.644139324697164,57.69133514260076,58.111367532087534,57.69350559511353,0.0,0.0,0.0,0.0,0.0,0.0,0,0
