iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,J5S_LEVEL,J1S_LEVEL,J4S_LEVEL,P2_FLOW,P2_STATUS,P1_FLOW,P1_STATUS,V5_FLOW,V5_STATUS,V1_FLOW,V1_STATUS,V4_FLOW,V4_STATUS
10,2025-11-06 20:49:06.666384,4.307992814231193,4.290889780976321,69.35579486481392,69.81653540604215,56.60601555163119,55.58630103015091,56.55755449756777,5.262554127591686,69.35579419464078,55.586300584425466,180.86184937464014,1.0,205.1460534183423,1.0,123.73806380253427,1.0,224.13861604150043,1.0,149.07235151554232,1.0
11,2025-11-06 20:49:09.718952,4.440521377551061,4.450552409585556,69.3738754846949,69.83235606524131,56.7321685260247,55.74595675842994,56.683944169709015,5.388943801019586,69.37387481759508,55.74595631676045,180.02799152684938,1.0,204.19308005668367,1.0,123.30774387180554,1.0,223.11074929575625,1.0,147.71584010588867,1.0
12,2025-11-06 20:49:12.556147,4.572589049567835,4.60876215634673,69.4772295467216,69.92961235419067,57.10522569134757,55.90422409360539,57.05538283656729,5.760382420239216,69.47722888734458,55.90422361899572,174.9019143661919,1.0,198.74560820124233,1.0,139.2404317311957,1.0,220.52786780477618,1.0,158.73264340314108,1.0
13,2025-11-06 20:49:15.430188,4.721721288739996,4.7787713594043355,69.49720582312092,69.94679145520436,57.2440495062855,56.074226174200895,57.19455832632121,5.899557911881277,69.49720516717167,56.07422570355854,173.9964572662111,1.0,197.692720667575,1.0,138.6089458378592,1.0,219.38144896694212,1.0,157.4057801570916,1.0
14,2025-11-06 20:49:18.514805,4.870177170313669,4.9473594341874,69.5171442136874,69.96392145984916,57.38216670749447,56.2428072246772,57.33302844862208,6.038028036083099,69.51714356116182,56.24280675797559,173.09358788346702,1.0,196.64182997857924,1.0,137.97317482442395,1.0,218.2364092482203,1.0,156.08780295792712,1.0
15,2025-11-06 20:49:21.664239,5.0179521226288255,5.11453590394636,69.53704389744479,69.98100233300895,57.51957449815143,56.40997676717373,57.47079034596608,6.175789935340759,69.53704324833865,56.409976304386355,172.19330806882076,1.0,195.5929794053673,1.0,137.33315345859864,1.0,217.09278341631943,1.0,154.7786915244842,1.0
16,2025-11-06 20:49:24.577887,5.165041589515071,5.280310259295819,67.51556598945189,62.85838993260996,57.43381382288832,56.575522370064675,57.393046700939344,6.09804633549833,67.51556539907487,56.57552205837927,0.0,0.0,302.13880638354374,1.0,122.22131671535408,1.0,197.45089386105974,1.0,104.24281575069472,1.0
17,2025-11-06 20:49:27.546748,5.295945653985377,5.391958606975778,67.54119563669666,62.91857743283667,57.54961345971273,56.68716952979399,57.509371139502704,6.214370777156316,67.54119504917664,56.687169219053004,0.0,0.0,300.7879472175571,1.0,121.18632258932394,1.0,196.4953787171453,1.0,103.92695691166409,1.0
18,2025-11-06 20:49:30.194504,5.425741195303332,5.503268655217169,67.56675498918945,62.978594346342206,57.6646025611654,56.79847835795164,57.62487532847241,6.3298749691814775,67.56675440451477,56.79847804818317,0.0,0.0,299.4407930697896,1.0,120.16443009486011,1.0,195.54375755660658,1.0,103.60169630473592,1.0
19,2025-11-06 20:49:33.077734,5.554442246594036,5.614230339722471,67.5922434399587,63.038436286493614,57.77878613333476,56.90943879197263,57.73956456554181,6.444564209268227,67.5922428581176,56.90943848320362,0.0,0.0,298.0973759318318,1.0,119.15527996563924,1.0,194.59606514715233,1.0,103.26743086125134,1.0
20,2025-11-06 20:49:36.248979,5.682062461774011,5.724834011557964,67.61766045554623,63.09809907455789,57.892169175040486,57.02004118451859,57.8534441269746,6.558443773681248,67.61765987652714,57.02004087677492,0.0,0.0,296.7577239206063,1.0,118.15854480573762,1.0,193.65224933721947,1.0,102.92450825829746,1.0
21,2025-11-06 20:49:39.073121,5.808615129246465,5.835070400016253,67.64300570989748,63.157578804981995,58.00475685397886,57.13027626650631,57.966519446804064,6.671519096454813,67.64300513368877,57.13027595981276,0.0,0.0,295.4218542214374,1.0,117.17389432192249,1.0,192.71232171604424,1.0,102.57329645412483,1.0
22,2025-11-06 20:49:41.392132,5.934113199398773,5.944930623100398,67.6682785647897,63.21687153896701,58.116554091805035,57.24013515741064,58.07879569919175,6.783795351751387,67.66827799137987,57.24013485179105,0.0,0.0,294.0898004730662,1.0,116.2010185021245,1.0,191.7762417212998,1.0,102.2141112554209,1.0
23,2025-11-06 20:49:44.591171,6.058569278156656,6.0544061460347365,67.69347860080633,63.27597360542517,58.22756606819169,57.349609323899244,58.190278308139575,6.895277963573778,67.69347803018381,57.34960901937648,0.0,0.0,292.76158478163916,1.0,115.23962471812865,1.0,190.84402673684053,1.0,101.84727716080033,1.0
24,2025-11-06 20:49:48.338719,6.18199566167662,6.163488775324192,69.644163930567,70.05958321783214,58.439027267497615,57.45887269255144,58.3956578295977,7.100657467200907,69.64416330553355,57.458872263082135,168.0515535015027,1.0,189.94701490097617,1.0,121.20317913343115,1.0,209.04170043991144,1.0,143.63550181144547,1.0
25,2025-11-06 20:49:51.689666,6.311809262871278,6.317328315852361,69.66260429034988,70.0756994105798,58.561750015397244,57.6127056612835,58.5186354833856,7.223635122447378,69.66260366846407,57.612705235801506,167.2021189975433,1.0,188.97508076552478,1.0,120.71536210441991,1.0,207.98896898782004,1.0,142.301948678778,1.0
26,2025-11-06 20:49:54.502006,6.441100386570995,6.469739561614627,69.6810085411517,70.09176019602594,58.68388719273765,57.76511044041332,58.641030018867056,7.346029659405458,69.68100792241052,57.76511001888617,166.35560484049483,1.0,188.00504982240136,1.0,120.22150708332902,1.0,206.93725738851754,1.0,140.97925755777396,1.0
27,2025-11-06 20:49:57.966203,6.569862568664203,6.620734155127238,69.69937613909094,70.10776556589282,58.805434081189404,57.91609867110489,58.76283666044913,7.467836302482043,69.69937552349117,57.91609825350015,165.51201146664928,1.0,187.03695073791354,1.0,119.7216691190306,1.0,205.88661779356698,1.0,139.66741106457903,1.0
28,2025-11-06 20:50:01.524402,6.698089406017549,6.770323704490318,69.71770610314695,70.12371534834571,58.92638598168045,58.065681960269316,58.884050652465895,7.589050296011037,69.7177054906852,58.06568154655459,164.67134793288176,1.0,186.07083521861583,1.0,119.21590615770583,1.0,204.83710814914957,1.0,138.366400507266,1.0
29,2025-11-06 20:50:05.023858,6.825774553248514,6.918519816975486,69.73599770312968,70.13960946907252,59.0467383034133,58.213871913799,59.00466734560929,7.709666990684185,69.73599709380247,58.213871503942,163.83361815595362,1.0,185.10674175056104,1.0,118.70428194015403,1.0,203.78876901759213,1.0,137.07618822081713,1.0
30,2025-11-06 20:50:08.486619,6.952911726433761,7.065334054415981,69.75425052039324,70.1554479720908,59.16648667726834,58.360680092370515,59.124682312168396,7.82968195879039,69.75424991419685,58.360679686339004,162.99881981583516,1.0,184.14469239927328,1.0,118.18685730986545,1.0,202.74166993431209,1.0,135.7967597186871,1.0
31,2025-11-06 20:50:12.058568,7.079494715603369,7.2107779805572045,67.87493138031755,63.745305460046275,59.09284675675307,58.50592877133972,59.05835487934348,7.76335457033665,67.87493083233682,58.50592851213508,0.0,0.0,283.19777190291757,1.0,103.34697068685728,1.0,183.27150968161732,1.0,86.69068568451621,1.0
