iteration,timestamp,P79,ScadaCommand_P79,ScadaCommand_P1,T41,T42,P1
54.0,2024-06-04 16:55:11.808389,0.0,0,0,10.633343696594238,10.628677368164062,0.0
55.0,2024-06-04 16:55:21.052971,0.0,0,0,10.620986938476562,10.616374015808105,0.0
56.0,2024-06-04 16:55:30.713559,0.0,0,0,10.608646392822266,10.60405445098877,0.0
57.0,2024-06-04 16:55:40.226698,0.0,0,0,10.596312522888184,10.591729164123535,0.0
58.0,2024-06-04 16:55:50.011979,0.0,0,0,10.58398151397705,10.579400062561035,0.0
59.0,2024-06-04 16:55:59.405536,0.0,0,0,10.571651458740234,10.567070960998535,0.0
60.0,2024-06-04 16:56:09.066979,0.0,0,0,10.559321403503418,10.554741859436035,0.0
61.0,2024-06-04 16:56:17.270582,0.0,0,0,10.541441917419434,10.534006118774414,0.0
62.0,2024-06-04 16:56:26.481680,0.0,0,0,10.52281665802002,10.514016151428223,0.0
63.0,2024-06-04 16:56:35.751188,0.0,0,0,10.503877639770508,10.494340896606445,0.0
64.0,2024-06-04 16:56:45.011293,0.0,0,0,10.484776496887207,10.474827766418457,0.0
65.0,2024-06-04 16:56:54.563256,0.0,0,0,10.46558666229248,10.455402374267578,0.0
66.0,2024-06-04 16:57:04.191337,0.0,0,0,10.4463472366333,10.436027526855469,0.0
67.0,2024-06-04 16:57:13.219138,0.0,0,0,10.427079200744629,10.416680335998535,0.0
68.0,2024-06-04 16:57:22.231163,0.0,0,0,10.407794952392578,10.397350311279297,0.0
69.0,2024-06-04 16:57:31.664045,0.0,0,0,10.388500213623047,10.378029823303223,0.0
70.0,2024-06-04 16:57:41.039442,0.0,0,0,10.369200706481934,10.358715057373047,0.0
71.0,2024-06-04 16:57:50.455055,0.0,0,0,10.369200706481934,10.33940315246582,0.0
72.0,2024-06-04 16:57:58.747051,0.0,0,0,10.349898338317871,10.320093154907227,0.0
73.0,2024-06-04 16:58:06.785559,0.0,0,0,10.31050968170166,10.299592971801758,0.0
74.0,2024-06-04 16:58:15.143354,0.0,0,0,10.290339469909668,10.279178619384766,0.0
75.0,2024-06-04 16:58:24.603289,0.0,0,0,10.270120620727539,10.258814811706543,0.0
76.0,2024-06-04 16:58:34.391432,0.0,0,0,10.249871253967285,10.238479614257812,0.0
77.0,2024-06-04 16:58:45.071649,0.0,0,0,10.229605674743652,10.218161582946777,0.0
78.0,2024-06-04 16:58:55.634985,0.0,0,0,10.209328651428223,10.197854042053223,0.0
79.0,2024-06-04 16:59:05.855445,0.0,0,0,10.189045906066895,10.197854042053223,0.0
80.0,2024-06-04 16:59:14.539402,0.0,0,0,10.168760299682617,10.157255172729492,0.0
