iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,P2_FLOW,P2_STATUS,P2_SPEED,P1_FLOW,P1_STATUS,P1_SPEED,plc3AttackerUnit,plc2AttackerUnit
0,2025-12-25 18:41:00.951199,3.0509999999999993,3.0509999999999993,79.06646893465594,79.25981145882966,56.50568526484545,54.346807676349066,56.41604034877507,219.275416468142,1.0,1.0,296.61242613763324,1.0,1.0,0,0
1,2025-12-25 18:41:04.872688,3.25229337088512,3.2810045173300804,79.06969557875,79.26223090423727,56.690828901924064,54.576801826635595,56.60174270221198,218.30763830509895,1.0,1.0,295.32176850000843,1.0,1.0,0,0
2,2025-12-25 18:41:09.297361,3.452766688343929,3.5094102081670555,79.0729189710524,79.26464436001697,56.875141717307095,54.80519725932721,56.78661493256386,217.34225599321908,1.0,1.0,294.03241157903796,1.0,1.0,0,0
3,2025-12-25 18:41:14.162809,3.6524165585764607,3.736224425488944,79.07613902960097,79.26705185721693,57.058621695385575,55.032001326588,56.97065498168757,216.37925711322768,1.0,1.0,292.7443881596164,1.0,1.0,0,0
4,2025-12-25 18:41:19.137373,3.8512396142947156,3.96145451758916,79.07935569767388,79.26945339265839,57.24126680496968,55.25722137589557,57.153860776538934,215.4186429366436,1.0,1.0,291.4577209304494,1.0,1.0,0,0
5,2025-12-25 18:41:24.320649,4.049232519416629,4.1851078272154005,79.08256891836321,79.27184896322274,57.42307505008966,55.4808647491828,57.33623027913186,214.46041471091485,1.0,1.0,290.1724326547149,1.0,1.0,0,0
6,2025-12-25 18:41:28.808973,4.246391969521307,4.40719169116953,79.08577863457698,79.27423856584927,57.6040444703083,55.70293878243771,57.51776148685432,213.50457366029354,1.0,1.0,288.88854616920577,1.0,1.0,0,0
7,2025-12-25 18:41:33.417065,4.442714692309334,4.62771343989439,79.08898478904173,79.27662219753311,57.78417314104058,55.923450805290464,57.69845243279141,212.55112098675153,1.0,1.0,287.60608438330974,1.0,1.0,0,0
8,2025-12-25 18:41:38.186168,4.6381974480684764,4.846680397075303,79.09218732430509,79.27899985532301,57.9634591738686,56.14240814061476,57.878301186044204,211.60005787079743,1.0,1.0,286.3250702779724,1.0,1.0,0,0
9,2025-12-25 18:41:42.159155,4.832837030144499,5.0640998792229786,79.09538618273848,79.28137153631887,58.141900716864996,56.3598181041108,58.057305852056864,210.65138547245581,1.0,1.0,285.0455269046076,1.0,1.0,0,0
10,2025-12-25 18:41:46.273540,5.026630265417397,5.279979195239122,79.09858130653947,79.2837372376691,58.319495954900844,56.57568800387097,58.23546457292875,209.70510493236247,1.0,1.0,283.767477384211,1.0,1.0,0,0
11,2025-12-25 18:41:50.719695,5.219574014782154,5.494325645994973,79.10177263773497,79.28609695656826,58.49624310996884,56.79002513995849,58.41277552774179,208.7612173727032,1.0,1.0,282.49094490602147,1.0,1.0,0,0
12,2025-12-25 18:41:55.282895,5.411665173634799,5.707146523908073,79.11824067947065,79.30004182029862,58.98935257530701,57.002916563764295,58.90463088493708,203.18327188055386,1.0,1.0,275.9037282117497,1.0,1.0,0,0
13,2025-12-25 18:42:00.216624,5.619582696449458,5.931300380274013,79.1216710731946,79.30253851087754,59.17690894151384,57.227060705813905,59.092856094538874,202.1845956489896,1.0,1.0,274.5315707221621,1.0,1.0,0,0
14,2025-12-25 18:42:05.722982,5.826492292998837,6.15392290018356,79.12509748012822,79.30503013809945,59.363499858137644,57.44967360548466,59.28011477913709,201.1879447602251,1.0,1.0,273.1610079487112,1.0,1.0,0,0
15,2025-12-25 18:42:10.636128,6.032391906197586,6.3750200179651655,79.12851987291745,79.30751670303746,59.549124508517124,57.670761196442115,59.466406084570835,200.19331878501814,1.0,1.0,271.79205083302094,1.0,1.0,0,0
16,2025-12-25 18:42:16.062288,6.237279500824978,6.594597657345636,79.1319382036558,79.30999820030937,59.733782067897494,57.89032940175839,59.651729148680566,199.20071987626065,1.0,1.0,270.4247185376732,1.0,1.0,0,0
17,2025-12-25 18:42:20.823825,6.441153073676344,6.8126617328579195,79.13535242423934,79.31247462446052,59.91747174179405,58.108384135313464,59.836083139605286,198.21015021579439,1.0,1.0,269.05903030427106,1.0,1.0,0,0
18,2025-12-25 18:42:25.551033,6.644010653911782,7.029218149624933,79.13876248636602,79.31494596996086,60.100192766170125,58.3249313015788,60.01946725596554,197.22161201565686,1.0,1.0,267.6950054535896,1.0,1.0,0,0
19,2025-12-25 18:42:31.108974,6.84585030340666,7.244272803114241,78.66368596803117,70.34709639914799,60.22717720285471,58.53970844871065,60.14891965692108,0.0,0.0,0.0,414.431403196882,1.0,1.0,0,0
20,2025-12-25 18:42:35.649240,7.043867073888598,7.409078328476858,78.68110775196801,70.4228971374752,60.39793684586596,58.70451173319759,60.320579171576625,0.0,0.0,0.0,412.6892248031982,1.0,1.0,0,0
21,2025-12-25 18:42:40.132519,7.240476176722617,7.5734255742540935,58.49657524612108,58.54771879272826,58.493641325349024,58.86836547566059,58.49360465659575,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22,2025-12-25 18:42:44.588353,7.215979329632039,7.516871531413639,58.46606595501807,58.510807293185906,58.464330351653224,58.811814304999004,58.46431653318563,0.0,0.0,0.0,0.0,0.0,0.0,0,0
23,2025-12-25 18:42:49.158236,7.190006673906475,7.461793298095775,58.434544797490666,58.473638944348295,58.433665957974455,58.75673869037885,58.4336639455034,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,2025-12-25 18:42:54.468764,7.1626584606102375,7.40809062325017,58.35227027793579,58.382384978802136,58.35299139335061,58.70302435031532,58.35307340768033,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,2025-12-25 18:42:58.980077,7.122500606238087,7.348469981656899,58.30742462657058,58.33453176420592,58.30861974343451,58.643405469498525,58.30872678356952,0.0,0.0,0.0,0.0,0.0,0.0,0,0
26,2025-12-25 18:43:03.478666,7.081482147098148,7.289709946009062,58.261926582011064,58.28640032976541,58.26365187104101,58.58464703580349,58.26378463538564,0.0,0.0,0.0,0.0,0.0,0.0,0,0
27,2025-12-25 18:43:07.956641,7.039671273475802,7.231742326052746,58.215862490293496,58.238030230787956,58.218151528735014,58.526680872232866,58.218310171523285,0.0,0.0,0.0,0.0,0.0,0.0,0,0
