iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,V1_FLOW,V1_STATUS,V2_FLOW,V2_STATUS,T41MiM
220,2024-12-25 13:18:28.672486,9.062725397618859,9.120035998592066,60.43380725014724,60.49367268639869,60.43380725405044,60.49367277831622,60.43504989751558,0.0,0.0,0.0,0.0,-1.3054202617013289,1.0,30.74170944898924,1.0,0
221,2024-12-25 13:18:36.646978,8.985084495064582,9.041497131197596,60.35635468937957,60.414925499559104,60.356354693611856,60.414925591147345,60.35761731661697,0.0,0.0,0.0,0.0,-1.4154832382473614,1.0,30.631579834334843,1.0,0
222,2024-12-25 13:18:43.414220,8.907299863471872,8.963101989216614,60.27869958149107,60.3363870062861,60.27869958594982,60.336387097647766,60.279976043222646,0.0,0.0,0.0,0.0,-1.491224691676507,1.0,30.555800715887926,1.0,0
223,2024-12-25 13:18:51.674525,8.829416949794872,8.884805135482901,60.20090519601545,60.25799211981634,60.20090520062906,60.257992211023044,60.20219115771271,0.0,0.0,0.0,0.0,-1.5430169884211864,1.0,30.503973651434535,1.0,0
224,2024-12-25 13:19:00.002472,8.751467240871156,8.806575068583898,60.123015642217574,60.17969543960969,60.123015646936445,60.1796955307111,60.124308071373655,0.0,0.0,0.0,0.0,-1.5782192934921113,1.0,30.468759757127373,1.0,0
225,2024-12-25 13:19:08.293370,8.673472038014683,8.728390494083296,60.04506139290899,60.10146549076118,60.045061397699534,60.101465581790876,60.04635824470161,0.0,0.0,0.0,0.0,-1.6021916286490523,1.0,30.444775832734194,1.0,0
226,2024-12-25 13:19:16.310632,8.595446071409668,8.650236700556379,59.96706311663411,60.0232809961095,59.96706312147313,60.02328108709066,59.9683629621956,0.0,0.0,0.0,0.0,-1.618404970145093,1.0,30.42854221007474,1.0,0
227,2024-12-25 13:19:24.057200,8.517399310875224,8.57210370284937,59.88903507122821,59.94512725651728,59.88903507609999,59.945127347465665,59.89033694174193,0.0,0.0,0.0,0.0,-1.6293625930074995,1.0,30.417578792594213,1.0,0
228,2024-12-25 13:19:32.107116,8.439338518659245,8.49398473645169,59.81098690727817,59.86699429519566,59.81098691217208,59.86699438612192,59.812290144865244,0.0,0.0,0.0,0.0,-1.636762320345042,1.0,30.41017906525667,1.0,0
229,2024-12-25 13:19:38.678068,8.359079902149919,8.414448374408092,59.732824849939156,59.78887162558991,59.73282485556233,59.788871718004806,59.73422359215742,0.0,0.0,0.0,0.0,-1.8806635915780134,1.0,30.908052654012863,1.0,0
230,2024-12-25 13:19:46.711088,8.278938402897978,8.334794904202464,59.65257830793872,59.7093349549832,59.65257831337733,59.709335047582734,59.6539652860471,0.0,0.0,0.0,0.0,-1.8189393193779324,1.0,30.969805899303537,1.0,0
231,2024-12-25 13:19:54.835267,8.198875666516626,8.255062670305445,59.572444903009675,59.629681277029206,59.57244490832419,59.62968136975291,59.573823995325284,0.0,0.0,0.0,0.0,-1.7774324697938937,1.0,31.01133303005099,1.0,0
232,2024-12-25 13:20:02.981531,8.11886616848148,8.175277192976807,59.492387630781884,59.549948902637375,59.492387636012495,59.549948995445014,59.493761399837084,0.0,0.0,0.0,0.0,-1.7493720315542305,1.0,31.039405057526892,1.0,0
233,2024-12-25 13:20:10.938320,8.038892597100222,8.095455787590106,59.412381808892235,59.47016333041059,59.412381814066244,59.470163423274876,59.41375199678661,0.0,0.0,0.0,0.0,-1.730441014160533,1.0,31.058350561465886,1.0,0
234,2024-12-25 13:20:19.172249,7.958943414242409,8.015610006942662,59.33241073114159,59.39034186062483,59.33241073627717,59.390341953527546,59.333778489869175,0.0,0.0,0.0,0.0,-1.7175885511733213,1.0,31.071203024453098,1.0,0
235,2024-12-25 13:20:26.114584,7.879010780787439,7.935747673491109,59.25246323950086,59.310496036237744,59.25246324461035,59.31049612916656,59.25382935074738,0.0,0.0,0.0,0.0,-1.7088618562866031,1.0,31.079932616648875,1.0,0
236,2024-12-25 13:20:34.207333,7.79908939970097,7.85587409596529,59.17253175553171,59.2306336730711,59.17253176062347,59.230633766017625,59.17389674702626,0.0,0.0,0.0,0.0,-1.702933961951203,1.0,31.085857613675216,1.0,0
237,2024-12-25 13:20:42.272648,7.719175660003081,7.775992873821891,59.092611154852605,59.15076007534099,59.09261115993233,59.150760168299584,59.09397538613022,0.0,0.0,0.0,0.0,-1.698909599667786,1.0,31.08989066788581,1.0,0
238,2024-12-25 13:20:50.234365,7.639267122975514,7.6961064524086344,59.012697946400934,59.070878839455496,59.01269795147246,59.07087893242228,59.01406166017833,0.0,0.0,0.0,0.0,-1.6961658479885955,1.0,31.092631522255942,1.0,0
239,2024-12-25 13:20:58.399889,7.559362119676791,7.61621649069373,58.932789770155054,58.99099240868459,58.932789775221,58.99099250165696,58.934153132486905,0.0,0.0,0.0,0.0,-1.6942999809543835,1.0,31.094500286599214,1.0,0
240,2024-12-25 13:21:06.397735,7.479459528840579,7.536324127908015,58.8528850131321,58.911102440623075,58.85288501819426,58.91110253359923,58.854248135561775,0.0,0.0,0.0,0.0,-1.6930309595863946,1.0,31.095763513349084,1.0,0
241,2024-12-25 13:21:14.310221,7.41742997716931,7.468052357323484,58.77369834193787,58.83123887136388,58.77369834114299,58.83123895210519,58.77438821164169,0.0,0.0,0.0,0.0,0.2658483873574369,1.0,27.003835982668534,1.0,0
242,2024-12-25 13:21:22.176155,7.354367192619087,7.4008138292113745,58.711589577579566,58.762969474372625,58.71158957840752,58.762969553484986,58.71235644431546,0.0,0.0,0.0,0.0,-0.27690741603692004,1.0,26.459037576387345,1.0,0
243,2024-12-25 13:21:30.069962,7.290581882696989,7.3342978177418,58.648469162006585,58.695732587708626,58.64846916397646,58.695732665681916,58.64929209186763,0.0,0.0,0.0,0.0,-0.6588220043113324,1.0,26.078076202793454,1.0,0
244,2024-12-25 13:21:38.081762,7.226308768174466,7.268269620571173,58.584643908275254,58.6292176759381,58.58464391101363,58.62921775314235,58.585505714800725,0.0,0.0,0.0,0.0,-0.9158451882740337,1.0,25.820870488360015,1.0,0
245,2024-12-25 13:21:46.478672,7.1617151486512665,7.202561939201333,58.52034409683766,58.56319019756643,58.52034410008098,58.56319027426537,58.52123189535783,0.0,0.0,0.0,0.0,-1.084726436033634,1.0,25.651870450928982,1.0,0
246,2024-12-25 13:21:53.564261,7.096915073314439,7.1370607114512055,58.45573309075399,58.49748297761895,58.45573309432258,58.49748305399241,58.45663782017327,0.0,0.0,0.0,0.0,-1.1935116992844996,1.0,25.543012754951633,1.0,0
247,2024-12-25 13:22:01.708992,7.031983815395113,7.071690664207764,58.39092189090006,58.43198204241391,58.390921894675344,58.431982118580564,58.39183745466446,0.0,0.0,0.0,0.0,-1.2626385961311826,1.0,25.47384819308718,1.0,0
248,2024-12-25 13:22:10.018363,6.966969960655081,7.006403211195884,58.32598359793246,58.36661217910733,58.32598360183789,58.366612255143764,58.326906013786946,0.0,0.0,0.0,0.0,-1.306164870129578,1.0,25.43029584330725,1.0,0
249,2024-12-25 13:22:18.232739,6.9019044906636715,6.941167385500825,58.26096533953739,58.30132484100729,58.26096534352414,58.301324916962336,58.26189204465333,0.0,0.0,0.0,0.0,-1.3333648075786186,1.0,25.403075624694793,1.0,0
250,2024-12-25 13:22:26.405594,6.836806696201819,6.875963881130897,58.19589710129342,58.236089087165766,58.1958971053311,58.23608916306986,58.19682650293486,0.0,0.0,0.0,0.0,-1.3503980875384514,1.0,25.386033652807782,1.0,0
251,2024-12-25 13:22:34.413139,6.771688838096171,6.810780443524478,58.13079758738981,58.17088562739629,58.13079759145912,58.170885703268745,58.131728663942376,0.0,0.0,0.0,0.0,-1.3609761629140849,1.0,25.37545268012309,1.0,0
252,2024-12-25 13:22:41.838546,6.7065585113134984,6.745609464664655,58.06567866027939,58.105702217477024,58.06567866436833,58.105702293329834,58.06661077815921,0.0,0.0,0.0,0.0,-1.3675414652425388,1.0,25.368884480485576,1.0,0
253,2024-12-25 13:22:49.867639,6.65374264488868,6.6884624262906,58.00097188218942,58.04054812640323,58.00097188225593,58.040548193802515,58.00150556188342,0.0,0.0,0.0,0.0,-0.022245538957577082,1.0,22.541609175732447,1.0,0
254,2024-12-25 13:22:57.987971,6.6000755666605615,6.632166589214283,57.94809813109192,57.98340276882611,57.948098132498785,57.98340283488346,57.94868810419091,0.0,0.0,0.0,0.0,-0.4705258885451258,1.0,22.0928015158961,1.0,0
255,2024-12-25 13:23:05.871529,6.54586920167662,6.576410048113954,57.89439302809149,57.92710798552279,57.89439303034791,57.92710805072993,57.895020006596894,0.0,0.0,0.0,0.0,-0.7546591933760283,1.0,21.808450912885746,1.0,0
256,2024-12-25 13:23:13.873890,6.491335839379652,6.52098050586335,57.84016309937337,57.87135207916603,57.840163102144935,57.87135214385765,57.84081301929454,0.0,0.0,0.0,0.0,-0.9269476765894069,1.0,21.636034948073757,1.0,0
257,2024-12-25 13:23:21.946402,6.43661016301596,6.465743273629775,57.785615700377264,57.81592290872768,57.78561570345182,57.81592297311613,57.78627928951062,0.0,0.0,0.0,0.0,-1.028281060939662,1.0,21.534640720233256,1.0,0
258,2024-12-25 13:23:29.864778,6.38177359628746,6.410616939408248,57.73088187034685,57.76068589040427,57.73088187359611,57.76068595461786,57.731553400749135,0.0,0.0,0.0,0.0,-1.0867110927392787,1.0,21.47616143417963,1.0,0
259,2024-12-25 13:23:36.551988,6.326873838991816,6.355553796113308,57.676040637672905,57.705559677907424,57.67604064102173,57.705559742021414,57.676716712822525,0.0,0.0,0.0,0.0,-1.1200098657582203,1.0,21.442848174615392,1.0,0
260,2024-12-25 13:23:44.599607,6.271938369044483,6.300526358647978,57.62113823935774,57.65049660335905,57.621138242762825,57.65049666741676,57.6218168869972,0.0,0.0,0.0,0.0,-1.1388278880986036,1.0,21.42402435765689,1.0,0
261,2024-12-25 13:23:52.659509,6.216982711199948,6.245519113551701,57.5662012716334,57.59546920473086,57.566201275070306,57.59546926875673,57.56688137827047,0.0,0.0,0.0,0.0,-1.1494668069644831,1.0,21.413376746863833,1.0,0
262,2024-12-25 13:24:00.663299,6.162015729204985,6.190523197235646,57.51124477335742,57.54046198142165,57.51124477681217,57.540462045429656,57.5119256986709,0.0,0.0,0.0,0.0,-1.155435263626714,1.0,21.407402495583483,1.0,0
263,2024-12-25 13:24:08.705372,6.10704239060797,6.135533640973624,57.45627731951766,57.485466077336355,57.45627732298241,57.48546614133433,57.456958704463496,0.0,0.0,0.0,0.0,-1.1587816555902464,1.0,21.404047411692773,1.0,0
264,2024-12-25 13:24:17.226278,6.0520654903244555,6.08054765454185,57.40130371651019,57.43047652793912,57.40130371998057,57.430476591931466,57.40198535902349,0.0,0.0,0.0,0.0,-1.160662009169755,1.0,21.402164160804205,1.0,0
265,2024-12-25 13:24:23.831753,5.981191176335025,6.015172128703582,57.34570838813673,57.375468974528914,57.34570839677844,57.375469049476834,57.34697420373579,0.0,0.0,0.0,0.0,-2.890210652140013,1.0,25.06624316538364,1.0,0
266,2024-12-25 13:24:32.083298,6.362263824985947,5.9981749314003965,57.53287743775821,57.31016564448279,57.53287612605467,57.310165643169015,57.27824862020808,0.0,0.0,467.1389339575391,1.0,438.697699788122,1.0,-0.43939140539350774,1.0,0
267,2024-12-25 13:24:40.284432,6.702333124514147,6.005488930053977,57.87019131890344,57.29317633061891,57.87019009212599,57.293176290983055,57.65893016783317,0.0,0.0,451.5539627849542,1.0,410.2942694100875,1.0,-13.25616533961238,1.0,0
268,2024-12-25 13:24:48.571036,7.012443215304712,6.028292522843516,58.18068071509266,57.30050017106717,58.1806795531287,57.30050010701113,57.99873784222903,0.0,0.0,438.04410520708836,1.0,388.617475118167,1.0,-21.42346517700844,1.0,0
269,2024-12-25 13:24:56.704443,6.849704234474716,6.054781654604598,58.28419141075757,57.3233073437633,58.28419156416247,57.32330727389697,58.30701763252732,0.0,0.0,0.0,0.0,-51.306087722196025,1.0,-23.366707746959037,1.0,0
270,2024-12-25 13:25:04.950273,6.695707127835703,6.072528926359529,58.12457045723986,57.34978873644968,58.124570596913976,57.349788680365045,58.14432001897591,0.0,0.0,0.0,0.0,-46.713841273913204,1.0,-18.75744250526168,1.0,0
271,2024-12-25 13:25:13.030442,6.550522860556892,6.081463353584018,57.973506137271826,57.367530939507866,57.97350626305275,57.3675308973166,57.9903626378225,0.0,0.0,0.0,0.0,-42.06728187000408,1.0,-14.11081936055325,1.0,0
272,2024-12-25 13:25:20.128552,6.414265968241691,6.081470396776804,57.83107448251014,57.376463381704845,57.831074594217355,57.37646335358724,57.845216570061375,0.0,0.0,0.0,0.0,-37.36034833991653,1.0,-9.403900317010994,1.0,0
273,2024-12-25 13:25:28.234893,6.2871244272677576,6.0723620989486955,57.697398264822276,57.37646836794404,57.69739836215959,57.376468354195836,57.70899654068539,0.0,0.0,0.0,0.0,-32.55434712116312,1.0,-4.598070039492086,1.0,0
274,2024-12-25 13:25:36.082021,6.169425154036501,6.0538115330298075,57.57268107974131,57.367354471777396,57.572681162193476,57.36735447291001,57.58189088007187,0.0,0.0,0.0,0.0,-27.576031343414797,1.0,0.37879998103562684,1.0,0
275,2024-12-25 13:25:44.354335,6.061814543817588,6.025172303808453,57.45728699219825,57.348794471125196,57.45728705874653,57.348794488159015,57.46422732172238,0.0,0.0,0.0,0.0,-22.256994917597694,1.0,5.696941138353395,1.0,0
276,2024-12-25 13:25:52.371947,5.966077414585287,5.9846595909695015,57.35200297133043,57.32013986688241,57.35200301916163,57.320139902634075,57.35665522667141,0.0,0.0,0.0,0.0,-15.997089245161078,1.0,11.957104671296293,1.0,0
277,2024-12-25 13:26:00.575856,6.345963739621637,5.968450904453732,57.51689522551899,57.27965365545998,57.5168939138051,57.27965365265668,57.26312301144153,0.0,0.0,467.88708726872864,1.0,438.7011620724479,1.0,-0.9375605196737524,1.0,0
278,2024-12-25 13:26:08.841321,6.685336319040818,5.976035999500292,57.853593922718794,57.26345239947222,57.85359269519278,57.26345235916087,57.642623765506656,0.0,0.0,452.2761402936549,1.0,410.5446258859047,1.0,-13.482083013514057,1.0,0
279,2024-12-25 13:26:16.035195,6.994937812116745,5.99894575316707,58.163585655737734,57.27104733748613,58.16358449270043,57.27104727301533,57.981736773072086,0.0,0.0,438.7879367839625,1.0,388.97645460792774,1.0,-21.562185437460357,1.0,0
280,2024-12-25 13:26:23.911590,7.279697616030833,6.033339417109668,58.45021728775845,57.293969761169286,58.45021618011544,57.293969678593804,58.29113730076285,0.0,0.0,426.31616617460213,1.0,370.44989576429543,1.0,-27.617271640565377,1.0,0
281,2024-12-25 13:26:32.217762,7.105315796858531,6.0702722751511,58.54713532385659,57.32836680291452,58.547135494632805,57.328366716335935,58.57421393189184,0.0,0.0,0.0,0.0,-57.11590512419207,1.0,-28.95610656764802,1.0,0
282,2024-12-25 13:26:40.671729,6.939635837299276,6.0985032665599075,58.3761204251071,57.36528894565351,58.37612058229076,57.365288872793705,58.39987586073959,0.0,0.0,0.0,0.0,-52.56988813926,1.0,-24.367875789721438,1.0,0
283,2024-12-25 13:26:49.077522,6.782696706222097,6.117993438874923,58.213618004011884,57.39351168244437,58.21361814741686,57.39351162336461,58.23423791719674,0.0,0.0,0.0,0.0,-47.961625366497174,1.0,-19.759155242127235,1.0,0
284,2024-12-25 13:26:57.376695,6.634562669071831,6.128678526557257,58.059670235569364,57.41299622942925,58.05967036509329,57.41299618423071,58.077339141704826,0.0,0.0,0.0,0.0,-43.31912509258018,1.0,-15.116599919338114,1.0,0
285,2024-12-25 13:27:05.425251,6.495337199930618,6.130455044407666,57.91434602812909,57.42367865668182,57.91434614360893,57.42367862552735,57.92924390553987,0.0,0.0,0.0,0.0,-38.622097462166494,1.0,-10.419575186233487,1.0,0
286,2024-12-25 13:27:13.561497,6.36518856128339,6.123154729243123,57.7777562119057,57.42545370540781,57.77775631307632,57.4254536885622,57.79005585194471,0.0,0.0,0.0,0.0,-33.83639479068279,1.0,-5.633994201730275,1.0,0
287,2024-12-25 13:27:20.591903,6.244403563164874,6.106490771117983,57.650082420854226,57.41814847910278,57.65008250726362,57.418148477016466,57.65994354796887,0.0,0.0,0.0,0.0,-28.89951922441014,1.0,-0.6977647353778593,1.0,0
288,2024-12-25 13:27:28.789052,6.133526544842826,6.079918849389352,57.53164136067392,57.4014759210455,57.531641431464195,57.40147593457334,57.53919446600426,0.0,0.0,0.0,0.0,-23.67572314199151,1.0,4.524368291640712,1.0,0
289,2024-12-25 13:27:37.187254,6.040269509645308,6.0463380257318375,57.42359382154056,57.374895933836136,57.42359387258267,57.374895960601926,57.42837478671935,0.0,0.0,0.0,0.0,-17.07097395069468,1.0,8.951786827537944,1.0,0
290,2024-12-25 13:27:45.384104,5.968834860234567,5.990934813335422,57.33352482064248,57.34128011123685,57.333524837286426,57.34128017240518,57.33517688193449,0.0,0.0,0.0,0.0,-5.566547744138006,1.0,20.45767617516958,1.0,0
291,2024-12-25 13:27:53.435491,6.3549545839589285,5.978817770804552,57.52260042723325,57.2859313552355,57.52259911406802,57.28593134817175,57.265943054905215,0.0,0.0,467.6200175108222,1.0,439.1865598483946,1.0,-2.362462909673013,1.0,0
292,2024-12-25 13:28:01.554142,6.700213978440717,5.990598529416087,57.86493680582363,57.27382110423124,57.864935577687476,57.27382105949469,57.65166833209368,0.0,0.0,451.78259450062797,1.0,410.74868626026273,1.0,-14.962083529894699,1.0,0
293,2024-12-25 13:28:08.294151,7.01540052997152,6.017752070688651,58.18037090543094,57.285614041975315,58.18036974256739,57.28561397300348,57.99666157971537,0.0,0.0,438.0575854884041,1.0,388.9183403828156,1.0,-23.06754899734642,1.0,0
294,2024-12-25 13:28:16.290070,6.857766806617567,6.048547927883362,58.28785708381284,57.31277164337043,58.28785723629448,57.31277156865642,58.30999934208426,0.0,0.0,0.0,0.0,-50.9973041118883,1.0,-24.988012923472525,1.0,0
295,2024-12-25 13:28:24.201468,6.708774277174216,6.070702581257541,58.13326161024067,57.34355858401728,58.13326174914616,57.343558522926294,58.15240539487594,0.0,0.0,0.0,0.0,-46.45677463031461,1.0,-20.431806102578776,1.0,0
296,2024-12-25 13:28:32.167123,6.568479354068192,6.084159632864534,57.98712140669349,57.36570683703526,57.98712153188743,57.36570678965608,58.00345096406225,0.0,0.0,0.0,0.0,-41.870966002761634,1.0,-15.845913453063076,1.0,0
297,2024-12-25 13:28:40.422983,6.4369757830345,6.088825343243034,57.84949709170146,57.379160258133034,57.84949720303615,57.37916022461317,57.86319255749861,0.0,0.0,0.0,0.0,-37.23575535843793,1.0,-11.210676732957836,1.0,0
298,2024-12-25 13:28:48.509936,6.314419422262775,6.084543839988758,57.7204890505885,57.38382485797643,57.72048914781832,57.383824838561196,57.73172407352566,0.0,0.0,0.0,0.0,-32.518400207663944,1.0,-6.493399809528455,1.0,0
299,2024-12-25 13:28:55.470708,6.201080283424937,6.071045126272333,57.60026513259481,57.379539612315945,57.60026521529428,57.37953960742982,57.60920164466369,0.0,0.0,0.0,0.0,-27.658740825131645,1.0,-1.634160536809759,1.0,0
300,2024-12-25 13:29:03.464420,6.0974780994334585,6.047809450577397,57.489122259508825,57.36603354347965,57.48912232685883,57.36603355393721,57.49589588176468,0.0,0.0,0.0,0.0,-22.525129281802947,1.0,3.4975156040673028,1.0,0
