iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,plc4AttackerUnit
27,2024-06-17 19:10:49.004983,8.72307435991612,8.365905155919883,59.943327510139135,59.781785224500915,60.059898138259065,59.63529882024346,60.063990544747426,0.0,0.0,0.0,0.0,1
28,2024-06-17 19:10:59.505864,8.680686758083658,8.387955852315796,59.91408225324009,59.77721797357944,60.01451584055369,59.6609156590739,60.01803912705114,0.0,0.0,0.0,0.0,1
29,2024-06-17 19:11:08.485267,8.64181199896436,8.406493706259662,59.88704590709535,59.77266363930235,59.97265504853834,59.682963468680455,59.97565674115747,0.0,0.0,0.0,0.0,1
30,2024-06-17 19:11:18.082729,8.606388546064474,8.421580254284894,59.862185238196986,59.76812665525589,59.93425982824671,59.701498906819204,59.936786729947336,0.0,0.0,0.0,0.0,1
31,2024-06-17 19:11:28.776272,8.57434898477158,8.433282910997205,59.83946517122791,59.76361408346067,59.89926943118874,59.71658350339513,59.90136756472904,0.0,0.0,0.0,0.0,1
32,2024-06-17 19:11:38.758177,8.545618727862625,8.441676263506132,59.81884927660314,59.75913797159348,59.867617304292374,59.72828466661547,59.86933183942029,0.0,0.0,0.0,0.0,1
33,2024-06-17 19:11:51.273248,8.520114379620674,8.446843707667584,59.80030144500968,59.75472055791329,59.83922982285795,59.73667697847703,59.840604976327924,0.0,0.0,0.0,0.0,1
34,2024-06-17 19:12:00.373025,8.497742001791318,8.448879181599985,59.78379137403584,59.750407804104405,59.814024722451386,59.741843835003195,59.815103590935834,0.0,0.0,0.0,0.0,1
35,2024-06-17 19:12:09.427883,8.478397475253823,8.447886804292285,59.769315017058844,59.74631398089125,59.79190960846937,59.743879147937804,59.79273376027328,0.0,0.0,0.0,0.0,1
36,2024-06-17 19:12:20.085346,8.461992238319711,8.44395513773654,59.7570214373372,59.74288628850517,59.77278403764696,59.74288637331518,59.773391401614155,0.0,0.0,0.0,0.0,1
37,2024-06-17 19:12:32.156947,8.4501461869913,8.442208279723026,59.74775275916112,59.73922570966718,59.756656592570806,59.738955041806406,59.75698891509448,0.0,0.0,0.0,0.0,1
38,2024-06-17 19:12:41.683053,8.441014375915813,8.437747181802484,59.739931242985534,59.736212857299805,59.744938898970815,59.737207735136465,59.74514413463466,0.0,0.0,0.0,0.0,1
39,2024-06-17 19:12:51.774315,8.43345219292573,8.43171645583347,59.73228877058713,59.730145046168175,59.7358681995067,59.73274623000254,59.73601292862461,0.0,0.0,0.0,0.0,1
40,2024-06-17 19:13:00.598677,8.426548440947876,8.42502729912115,59.72516507630413,59.72344604073715,59.72832870948225,59.726715302673966,59.728450970317375,0.0,0.0,0.0,0.0,1
41,2024-06-17 19:13:11.503078,8.419751078124515,8.418231753264505,59.71832104845267,59.71665791831328,59.72142845857219,59.720026111764845,59.72154725300355,0.0,0.0,0.0,0.0,1
42,2024-06-17 19:13:20.706398,8.41295464113854,8.411435281908302,59.71152418986847,59.70986152928826,59.7146311260004,59.71323056560859,59.71474989047972,0.0,0.0,0.0,0.0,1
43,2024-06-17 19:13:30.707947,8.406158186940809,8.404638827764108,59.70472774346245,59.70306507398967,59.70783468845096,59.70643409425794,59.707953453488166,0.0,0.0,0.0,0.0,1
44,2024-06-17 19:13:40.117397,8.399361732850178,8.397842373753782,59.69793128940733,59.696268619969025,59.70103823425677,59.69963764011379,59.70115699929047,0.0,0.0,0.0,0.0,1
45,2024-06-17 19:13:48.946226,8.392565278946918,8.391045919636374,59.691134835466706,59.68947216606981,59.69424178017017,59.69284118610343,59.6943605451999,0.0,0.0,0.0,0.0,1
46,2024-06-17 19:13:59.776878,8.385768825016898,8.384249465733115,59.68433838163182,59.68267571220023,59.687445326266044,59.686044731986094,59.68756409129663,0.0,0.0,0.0,0.0,1
47,2024-06-17 19:14:10.630541,8.378972371140405,8.377453011910168,59.67754192783701,59.675879258433,59.68064887233911,59.67924827808286,59.68076763736662,0.0,0.0,0.0,0.0,1
48,2024-06-17 19:14:21.151922,8.372175917397756,8.370656558247815,59.67074547410313,59.6690828047336,59.67385241846619,59.672451824259966,59.673971183490174,0.0,0.0,0.0,0.0,1
49,2024-06-17 19:14:31.568084,8.360972920813605,8.357199891303969,59.65829122281228,59.65404028149925,59.66687323307045,59.66565235007203,59.66717292052322,0.0,0.0,0.0,0.0,1
50,2024-06-17 19:14:44.140260,8.348898505340314,8.34461464351144,59.64647224482481,59.64166786776153,59.655625193514524,59.652196173851834,59.65596947796907,0.0,0.0,0.0,0.0,1
